closing_date,days_left,fit_tier,title,buyer,category,portal,tender_id,value,emd,source_type,url,fit_note
2026-09-29,15,Mid,Web application development and hiring,"Indian Navy, Mumbai",Web app,lead via govttenders,not located,n/s,,aggregator,https://www.govttenders.co.in,Verify on GeM
2026-09-30,16,Starter,"Biometric / face-recognition attendance system: supply, configuration, maintenance","Delhi University, FMS",IT solution,eprocure.gov.in,2026_DU_925422_1 (FMS/e-Tender/02/2026),n/s,,official,https://eprocure.gov.in/eprocure/app,Small SI job
2026-09-30,16,Large,Consultant for Integrated Financial Management System (World Bank financed),Ahmedabad Municipal Corporation,ERP/IFMS consulting,Gujarat nprocure (via Tender247),2026_WBAMC_924353_1,₹7.20 Cr,,aggregator,https://www.tender247.com/tender-details/103901871,WB rules; consortium possible
2026-09-30,16,Starter,DTL website development and AMC,Delhi Transco Ltd,Website,lead via Tender247,not located,₹39.99 L,₹79.97 k,aggregator,https://www.tender247.com/tenders/software-development-tenders,Small; strong starter
2026-09-30,16,Starter,"Design, development and maintenance of CESS-Portal and Digital Labour Chowk mobile app (Gujarat BOCW Board)",Gujarat Informatics Ltd,Web portal plus mobile app,GeM (GIL),GEM/2026/B/7991688,n/s,,official,https://gil.gujarat.gov.in/tenders,Strong fit; pre-bid 16-Sep; check GIL RFP eligibility
2026-09-30,16,Mid,Digitisation of descriptive answer scripts and On-Screen Marking system,Sant Gadge Baba Amravati University,OSM product,MH mahatenders,2026_SGBAU_1334313_1,nil shown,₹5 L,official,https://mahatenders.gov.in/nicgep/app?page=FrontEndTendersByOrganisation&service=page,Needs OSM product; EMD moderate
2026-09-30,16,Starter,"GIS-based property tax survey, MC Bhucho Mandi","Dept of Local Govt, Punjab",GIS survey,PB eproc.punjab,2026_DLG_174969_1,₹15.84 L,"₹31,680",official,https://eproc.punjab.gov.in/nicgep/app?page=FrontEndTendersByOrganisation&service=page,Good fit (Class B)
2026-09-30,16,Large,"GIS/GPS-based mapping survey of households, buildings and plots, Loni","NPP Loni, Ghaziabad (DoLB UP)",GIS survey,UP etender.up,2026_DOLBU_1181536_1,nil shown,₹11.4 L,official,https://etender.up.nic.in/nicgep/app?page=FrontEndTendersByOrganisation&service=page,EMD implies multi-crore job; large
2026-09-30,16,Partner,RFP: SAP FICO module implementation in OSRTC,Odisha State Road Transport Corp,ERP/SAP,OD tendersodisha,2026_OSRTC_137243_1,NA,₹3.5 L,official,https://tendersodisha.gov.in/nicgep/app?page=FrontEndTendersByOrganisation&service=page,Needs SAP partner status
2026-10-01,17,Large,"AI/ML/Deep Learning as a Service: development, O&M, integration, chatbots",DPIIT Admin,AI,GeM,GEM/2026/B/8024898,₹12.50 Cr (agg),₹37.5 L (agg),official,https://eprocure.gov.in/cppp/gemtender,Large; likely turnover bar
2026-10-01,17,Mid,Custom application development services,RailTel,Software dev,lead via govttenders,not located,n/s,,aggregator,https://www.govttenders.co.in,Verify on GeM
2026-10-01,17,Mid,Custom bid: website defacement alerting tool and uptime monitoring,New Delhi buyer,Security tooling,lead via Tender247,not located,₹1.24 Cr,₹2.48 L,aggregator,https://www.tender247.com,Product-style; good if you have a tool
2026-10-01,17,Starter,"Design, development and implementation of ERP for MBS Punjab Sports University, Patiala","Dept of Sports, Punjab",University ERP,PB eproc.punjab,2026_DOS_174008_1 (MBSPSU/PUR/ERP/01),NA,"₹96,000",official,https://eproc.punjab.gov.in/nicgep/app?page=FrontEndTendersByOrganisation&service=page,"Small ERP, low EMD, two weeks left; strong fit"
2026-10-01,17,Large,Facilities management services for SEBI Enterprise Portal,"SEBI, Mumbai",IT FMS,CPPP (via Tender247),2026_SEBI_850752_1,₹16.00 Cr,₹32 L,aggregator,https://www.tender247.com/tender-details/104197709,Large; needs prior FMS references
2026-10-01,17,Mid,Hiring of Agency for IT Projects (milestone basis),Union Bank of India,Software dev,GeM,GEM/2026/B/7978348,n/s,,official,https://eprocure.gov.in/cppp/gemtender,Third UBI IT project; check BFSI experience clause
2026-10-01,17,Partner,RFP: PIM/PAM solution in Aadhaar authentication environment at Gujarat State Data Centre,Gujarat Informatics Ltd,Security product plus SI,GeM (GIL),GEM/2026/B/7942460,n/s,,official,https://gil.gujarat.gov.in/tenders,OEM partnership needed; pre-bid 18-Sep
2026-10-01,17,Starter,Website development services,ICAR (Almora),Website,lead via Tender18,not located,n/s,,aggregator,https://www.tender18.com,Small
2026-10-03,19,Starter,Custom bid: data entry jobs in ESI and PF section for 2027 shutdown,BPCL Kochi Refinery,Data entry,GeM,GEM/2026/B/8027492,n/s,,official,https://eprocure.gov.in/cppp/gemtender,Small manpower job
2026-10-03,19,Partner,"Custom bid: migration, upgrade and onsite support for SAP systems",Shipping Corporation of India,ERP/SAP,GeM,GEM/2026/B/7968242,n/s,,official,https://eprocure.gov.in/cppp/gemtender,SAP partner status likely required
2026-10-03,19,Partner,Custom bid: support and maintenance of ERP SAP at ISP SAIL plus SWG Kulti,IISCO Steel Plant (SAIL),ERP/SAP,GeM,GEM/2026/B/8025346,n/s,,official,https://eprocure.gov.in/cppp/gemtender,SAP partner status likely required
2026-10-03,19,Starter,Custom bid: website updation and annual maintenance work,ICAR (DARE),Web AMC,GeM,GEM/2026/B/7934319,n/s,,official,https://eprocure.gov.in/cppp/gemtender,Small website maintenance; ideal starter
2026-10-03,19,Mid,"Data warehousing services, on-prem or on-cloud",Bank of Baroda,Data,GeM,GEM/2026/B/8026312,₹2 Cr (agg),,official,https://eprocure.gov.in/cppp/gemtender,Mid-size data engineering job
2026-10-03,19,Large,Enterprise active network components plus network monitoring solution,Indian Statistical Institute Kolkata,Network,eprocure.gov.in,2026_ISICA_925908_1,₹6 Cr (agg),₹18 L (agg),official,https://eprocure.gov.in/eprocure/app,Above ₹5 Cr
2026-10-03,19,Mid,Hiring of Agency for IT Projects (milestone basis),Bank of Baroda,Software dev,GeM,GEM/2026/B/8026797,n/s,,official,https://eprocure.gov.in/cppp/gemtender,PSB; BFSI experience usually asked
2026-10-03,19,Mid,Hiring of Agency for IT Projects (milestone basis),"School Education Dept, Chhattisgarh",Software dev,GeM,GEM/2026/B/8028963,n/s,,official,https://eprocure.gov.in/cppp/gemtender,State buyer on GeM; check startup exemption
2026-10-03,19,Starter,Hiring of professionals for application development and maintenance: database developer (3 to 6 yrs),Indian Navy,IT manpower,GeM,GEM/2026/B/7879553,n/s,,official,https://eprocure.gov.in/cppp/gemtender,Resource-supply model; low entry barrier
2026-10-03,19,Mid,RFP: selection of Cloud Service Provider for cloud hosting and managed services,StockHolding Document Management Services Ltd,Cloud,GeM,GEM/2026/B/8028670,n/s,,official,https://eprocure.gov.in/cppp/gemtender,Check MeitY-empanelment requirement
2026-10-03,19,Mid,Tales of Ellora VR Experience,IITM Pravartak Technologies Foundation,AR/VR content,etenders.gov.in,2026_IITMP_290720_1,n/s,,official,https://etenders.gov.in/eprocure/app,"Foundation buyer, lighter eligibility"
2026-10-05,21,Starter,"AMC for repair of computers with material and toner refilling, Udaipur",Municipal Corporation Udaipur (DLB Rajasthan),IT AMC,RJ eproc.rajasthan,2026_DLB_588484_1,₹13.83 L,"₹27,657",official,https://eproc.rajasthan.gov.in/nicgep/app?page=FrontEndTendersByOrganisation&service=page,"Simple, long runway"
2026-10-05,21,Starter,Audit of data and document migration SAMPADA 1.0 to 2.0,MPSEDC,Data audit consulting,MP mptenders,2026_SEDC_534746_1,NA,₹1.5 L,official,https://mptenders.gov.in/nicgep/app?page=FrontEndTendersByOrganisation&service=page,Good for a data-focused firm
2026-10-05,21,Starter,"Consultant for O&M of computerised system with manpower, Nagar Parishad Khetia",Barwani (UAD MP),IT manpower/FMS,MP mptenders,2026_UAD_533971_1,₹20 L,"₹15,000",official,https://mptenders.gov.in/nicgep/app?page=FrontEndTendersByOrganisation&service=page,Small; good fit
2026-10-05,21,Mid,Hiring of agency for IT projects: PF trust management system,Vadodara buyer,Software dev,lead via Tender247,not located,₹1.95 Cr,₹5 L,aggregator,https://www.tender247.com,Mid-size
2026-10-05,21,Mid,Tender for hardware and software (NCTC),Department of Revenue,IT supply,eprocure.gov.in,2026_DREV_925901_1,n/s,,official,https://eprocure.gov.in/eprocure/app,May be hardware heavy
2026-10-05,21,Large,VAPT: on-demand cyber security assessments,Bharat Petroleum,Cyber,GeM,GEM/2026/B/8013706,n/s,,official,https://eprocure.gov.in/cppp/gemtender,Needs CERT-In empanelment
2026-10-06,22,Mid,Custom bid: two-year CAMC for IT equipment at three ONGC locations,ONGC,IT AMC,GeM,GEM/2026/B/7967635,n/s,,official,https://eprocure.gov.in/cppp/gemtender,Classic IT AMC
2026-10-06,22,Mid,IoT-based online monitoring and control of electrical assets (IR NIYANTRAC),Ministry of Railways (PER),IoT / data,IREPS via CPPP,91998149,n/s,,official,https://www.ireps.gov.in,IoT plus web
2026-10-06,22,Large,RFP: advisory services for DPDP (data protection) compliance,MPSEDC,Consulting,MP mptenders,2026_SEDC_534591_1,NA,₹7.5 L,official,https://mptenders.gov.in/nicgep/app?page=FrontEndTendersByOrganisation&service=page,EMD suggests larger contract; check turnover
2026-10-06,22,Starter,"Redesign, redevelopment and maintenance of CCRH official website",CCRH (Min. of AYUSH),Website,lead via Tender18/govttenders,not located,n/s,,aggregator,https://www.govttenders.co.in,Small; strong starter
2026-10-12,28,Large,RFP: on-premises multi-language AI/ML translation models for examination content,"Staff Selection Commission, New Delhi",AI/ML,CPPP (via Tender247),not captured,₹16.00 Cr,₹48 L,aggregator,https://www.tender247.com/tender-details/104089761,Strong AI fit but turnover bar likely high; watch for startup clause
2026-10-12,28,Starter,"Survey, assessment and online software for outdoor-advertisement revenue collection","Indore Municipal Corporation, Market Dept",Software plus survey,MP mptenders,2026_UAD_534832_1,revenue model,₹1 L,official,https://mptenders.gov.in/nicgep/app?page=FrontEndTendersByOrganisation&service=page,Long runway; good fit
2026-10-20,36,Large,"RFP: digital transformation of O/o CGPDTM (Patents, Designs & Trademarks)",DPIIT,Digital transformation,eprocure.gov.in,2026_DIPP_923577_1,n/s,,official,https://eprocure.gov.in/eprocure/app,Likely large SI programme
2026-12-03,80,Partner,EOI: empanelment of agencies for IT application development services and manpower supply,Engineers India Ltd,Empanelment,eprocure.gov.in,2026_EIL_912143_1,n/s,,official,https://eprocure.gov.in/eprocure/app,Long window; empanelment = repeat work
